ID,VISITA,MES,FECHA,SATISFACCION_INFOR,SATISFACCION_RECORRIDO,SATISFACCION_GUIA,SATISFACCION_GLOBAL,LO_MEJOR,LO_PEOR,OPINION,SUGERENCIAS,SATISFACCION_PROMEDIO
27,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01T00:00:00.000+01:00,7,8,8,8,,Sin comentarios,Mejor de lo que esperaba,,7.666666666666667
22,TRADICIONES NAVIDEÑAS CON ILSE,DICIEMBRE,2023-12-01T00:00:00.000+01:00,10,10,10,10,Todo,Nada,Mejor de lo que esperaba,,10.0
17,MADRID HISTÓRICO,FEBRERO,2023-02-26T00:00:00.000+01:00,10,10,10,10,Todo  el ontenido,Sin comentarios,Mejor de lo que esperaba,Madrid inquisicion,10.0
20,LA LATINA Y EL MUSEO DE LOS ORIGENES,JUNIO,2023-06-23T00:00:00.000+02:00,10,10,8,9,Todo el recorrido,Nada,Mejor de lo que esperaba,El horario es muy bueno,9.333333333333334
15,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-13T00:00:00.000+02:00,10,10,10,10,Todo el recorrido y el guia,Nada,Mejor de lo que esperaba,Q nis den más tiempo de Ruta,10.0
8,MADRID HISTÓRICO,FEBRERO,2023-02-18T00:00:00.000+01:00,10,10,10,10,Todo en conjunto,No ha habido nada que no me haya gustado,Como esperaba,Visitas en días laborables,10.0
3,MADRID HISTÓRICO,ENERO,2023-01-13T00:00:00.000+01:00,10,10,10,10,Todo en general,Sin comentarios,Mejor de lo que esperaba,,10.0
6,MADRID HISTÓRICO,FEBRERO,2023-02-17T00:00:00.000+01:00,10,10,10,10,Todo en general,Nada,Mejor de lo que esperaba,"XXX  es muy agradable y profesional que se adapta al grupo perfectamente. Por favor,que no se quiten este tipo de eventos porque son muy enriquecedores y aprendes mucho con ellos además de conocer parte de la ciudad.",10.0
2,TRADICIONES NAVIDEÑAS,DICIEMBRE,2023-12-02T00:00:00.000+01:00,10,10,10,10,Todo en general,Un poco corto recorrido,Como esperaba,Más recorrido,10.0
14,MADRID HISTÓRICO,FEBRERO,2023-02-25T00:00:00.000+01:00,10,10,10,10,Todo en genersl,Sin comentarios,Como esperaba,Hacer ruta inquisición,10.0
13,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,9,9,8,7,Todo me gustó,Todo me gusto mucho,Mejor de lo que esperaba,Seguir asi,8.666666666666666
9,HISTORIAS Y LEYENDAS DE MADRID,NOVIEMBRE,2023-11-18T00:00:00.000+01:00,10,10,10,10,,Me ha gustado todas historia de Madrid,Mejor de lo que esperaba,Si la próxima me gustaría historia San Isidro,10.0
10,LA NUEVA PLAZA DE ESPAÑA,OCTUBRE,2023-10-08T00:00:00.000+02:00,10,10,10,10,Todo peatonal y las explicaciones muy acertadas,Sin comentarios,Mejor de lo que esperaba,Frente al Palacio Real hacer un pequeño desvío para ver la Almudena y ver la explanada que hay entre ambos edificios (que Letizia no pudo cruzar en su boda),10.0
3,LA NUEVA PLAZA DE ESPAÑA,JULIO,2023-07-07T00:00:00.000+02:00,10,10,10,10,Todo y el guía y interprete para personas sordas,Todo interesante,Mejor de lo que esperaba,,10.0
4,HISTORIAS Y LEYENDAS DE MADRID,JUNIO,2023-06-03T00:00:00.000+02:00,10,10,10,10,"Todo, la guia",Los otros turistas,Mejor de lo que esperaba,No,10.0
11,"LEYENDAS, CASAS ENCANTADAS Y LUCES EN  NAVIDAD CON ILSE",DICIEMBRE,2023-12-17T00:00:00.000+01:00,10,10,10,10,"Todo, muy interesante",Ok todo,Mejor de lo que esperaba,Que siga ruta con lse,10.0
12,MADRID HISTÓRICO,FEBRERO,2023-02-18T00:00:00.000+01:00,10,10,10,10,"Todo,ha sido muy interesante,conocer algunas mujeres de las cuales sabía poco",Sin comentarios,,,10.0
"\";;Mejor de lo que esperaba;\"Más visitas durante toda la semana,más horarios",,,,,,,,,Sin comentarios,,,
"\"",,,,,,,,,Sin comentarios,,,
28,HISTORIAS Y LEYENDAS DE MADRID,OCTUBRE,2023-10-15T00:00:00.000+02:00,9,9,10,10,Todoo,Nada,Como esperaba,,9.333333333333334
39,LA HISTORIA IMPRESCINDIBLE DE MADRID,OCTUBRE,2023-10-27T00:00:00.000+02:00,9,8,7,9,Todoo,Nada,Como esperaba,Rutas por municipios Madrid,8.0
17,MADRID EN FEMENINO,AGOSTO,2023-08-11T00:00:00.000+02:00,10,10,10,10,Todos,Diferente,Mejor de lo que esperaba,Me gusta todos gracias,10.0
17,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16T00:00:00.000+02:00,10,10,10,10,Todos,Nada,Como esperaba,Si,10.0
7,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,10,10,10,Todos,Sin comentarios,Mejor de lo que esperaba,,10.0
25,MADRID MONUMENTAL,SEPTIEMBRE,2023-09-17T00:00:00.000+02:00,10,10,10,10,Todos,Ninguno,Mejor de lo que esperaba,Horas 10h mejor,10.0
13,LA NUEVA PLAZA DE ESPAÑA,SEPTIEMBRE,2023-09-10T00:00:00.000+02:00,10,10,10,10,Todos impresionantes,Sin comentarios,Mejor de lo que esperaba,Todos me gustados,10.0
21,LA LATINA Y EL MUSEO DE LOS ORIGENES,SEPTIEMBRE,2023-09-16T00:00:00.000+02:00,10,10,10,10,Todos increíbles,Todos,Mejor de lo que esperaba,Muy bueno todas las Historias,10.0
12,LA HISTORIA IMPRESCINDIBLE DE MADRID,ENERO,2023-01-22T00:00:00.000+01:00,2,6,6,5,Una puerta antigua. El origen de la Almudena.,"\"Respeto que el guía sea una fuente inagotable de conocimientos, PERO ni la ruta es la anunciada (hicimos de la plaza Mayor a la Catedral en vez de acabar en Sol) ni el contenido era el esperado. Recibimos una sucesión de datos oscuros y nombres de reyes y personajes que a buen seguro harán las delicias de los locales, pero hacen que la ruta sea inaccesible para nadie que no sea de la ciudad y un friqui de la historia. Además los datos se presentan de forma descontextualizada. Añádase, casi ninguna referencia a nada del siglo XX, muy escasas las del XIX. Quizá no entendimos bien qué quería decir \"\"Hª Imprescindible\"\".",,,4.666666666666667
"Entiendo que es gratis y se agradece el servicio, pero mis días en Madrid han sido por desgracia escasos y lamento haber hecho la reserva. Gracias.",,,,,,,,,Sin comentarios,,,
"https://divulgaciontotal.com/w/?p=24323&amp\"",Peor de lo que esperaba,Creo que podrían indicar qué rutas son más indicadas para turistas y qué rutas son más aptas para locales o gente que ya renga un conocimiento profundo del tema.,,,,,,,Sin comentarios,,,
16,MUJERES QUE HAN HECHO HISTORIA EN MADRID,OCTUBRE,2023-10-13T00:00:00.000+02:00,10,10,10,10,"xxxx  nos lo ha explicado todo fenomenal, nos ha realizado un recorrido muy ameno, interesante y entretenido",.,Mejor de lo que esperaba,.,10.0
